offreId,competenceId,confiance,sourceMethod,candidateText,candidateKind,evidence,candidateScore,matchKey,matchScore
OFF_011,ACCOMPAGNER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,accompagner,VERB,"Le groupe fait le choix d’une politique sociale encourageant le développement des compétences et la promotion interne, d’une protection sociale de haut niveau ainsi qu’une politique volontariste en matière de diversité, ",1.2,accompagner,100.0
OFF_011,INVENTER,0.889,hybrid_soft_sections+verbs+NP+spacy+fuzzy,reinventer,VERB,"Intégrer le Crédit Mutuel, c’est faire partie d’un collectif qui veut réinventer l’expérience client dans de nombreux domaines : la banque, l’assurance, la téléphonie, la location de véhicules ou de vélos, la commerciali",1.2,inventer,88.88888888888889
OFF_011,CONTRIBUER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,contribuer,VERB,"il/elle aura en charge
 Contribuer à l’harmonisation des contrats CM et CIC et à la gestion de la Contrathèque groupe
 Collaborer avec les différents acteurs (CCS Organisation, MOA et MOE, Direction Commerciale, Engageme",1.1,contribuer,100.0
OFF_011,GUIDER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,guider,VERB,"Nouvelles Technologies » sera plus spécialement chargé(e) de :
 Analyser les schémas techniques des projets et les spécifications fonctionnelles, pour poser l’analyse juridico-technique adéquate afin de guider les opérat",1.0,guider,100.0
OFF_011,RECOMMANDER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,recommander,VERB,"Nouvelles Technologies » sera plus spécialement chargé(e) de :
 Analyser les schémas techniques des projets et les spécifications fonctionnelles, pour poser l’analyse juridico-technique adéquate afin de guider les opérat",1.0,recommander,100.0
OFF_011,PROPOSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,proposer,VERB,"Nouvelles Technologies » sera plus spécialement chargé(e) de :
 Analyser les schémas techniques des projets et les spécifications fonctionnelles, pour poser l’analyse juridico-technique adéquate afin de guider les opérat",1.0,proposer,100.0
OFF_011,VALIDER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,valider,VERB,"Valider juridiquement et participer à la rédaction de l’ensemble des communications commerciales relatives aux produits et services de la banque, en liaison avec la Conformité Groupe",1.0,valider,100.0
OFF_011,ANTICIPER,0.842,hybrid_soft_sections+verbs+NP+spacy+fuzzy,participer,VERB,"Valider juridiquement et participer à la rédaction de l’ensemble des communications commerciales relatives aux produits et services de la banque, en liaison avec la Conformité Groupe",1.0,anticiper,84.21052631578947
OFF_011,ECOUTER,0.833,hybrid_soft_sections+verbs+NP+spacy+fuzzy,coter,VERB,Par son organisation décentralisée qui fait de lui la seule banque coopérative non cotée en bourse de France.,1.0,ecouter,83.33333333333334
OFF_011,REDIGER,0.95,hybrid_soft_sections+verbs+NP+spacy+fuzzy,rediger,NP,Rédiger,0.8,rediger,100.0
OFF_011,FAIRE,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,faire,VERB,"Intégrer le Crédit Mutuel, c’est faire partie d’un collectif qui veut réinventer l’expérience client dans de nombreux domaines : la banque, l’assurance, la téléphonie, la location de véhicules ou de vélos, la commerciali",0.42,faire,100.0
OFF_011,CONFIER,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,confier,VERB,intervention qui lui sera confié,0.35,confier,100.0
OFF_012,COORDONNER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,coordonner,VERB,- Planifier et coordonner les projets de transformation digitale,1.875,coordonner,100.0
OFF_012,EVALUER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,evaluer,VERB,- Rechercher et évaluer les solutions technologiques adaptées,1.5,evaluer,100.0
OFF_012,OPTIMISER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,optimiser,VERB,- Explorer les outils IA pour optimiser les opérations,1.5,optimiser,100.0
OFF_012,PILOTER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,piloter,VERB,"Technologie & Numérique, Industrie & Ingénierie, Services aux Entreprises

Chef de projet transformation digitale H/F
Poste de Chef de projet et Communicant pour piloter la transformation numérique d'une ETI industrielle",1.0,piloter,100.0
OFF_012,PLANIFIER,0.95,hybrid_soft_sections+verbs+NP+spacy+fuzzy,planifier,NP,- Planifier,0.8,planifier,100.0
OFF_012,RECHERCHER,0.95,hybrid_soft_sections+verbs+NP+spacy+fuzzy,rechercher,NP,- Rechercher,0.8,rechercher,100.0
OFF_012,DEVELOPPER,0.95,hybrid_soft_sections+verbs+NP+spacy+fuzzy,developper,NP,- Développer,0.8,developper,100.0
OFF_012,COLLABORER,0.792,hybrid_soft_sections+verbs+NP+spacy+fuzzy,collaborateurs,NP,collaborateurs,0.8,collaborer,83.33333333333334
OFF_012,CREER,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,creer,VERB,"- Sachant, capable de créer des référentiels et des guides",0.787,creer,100.0
OFF_013,EVALUER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,evaluer,VERB,";
Évaluer les acquis et proposer des actions d’",2.2,evaluer,100.0
OFF_013,PROPOSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,proposer,VERB,";
Évaluer les acquis et proposer des actions d’",2.0,proposer,100.0
OFF_013,OFFRIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,offrir,VERB,"Formateur Technique (Dagneux) (H/F)
À propos de l’offre d’emploi
Et si on parlait de Toyota Material Handling France ?
Leader et spécialiste de la manutention, TOYOTA",2.0,offrir,100.0
OFF_013,DEVELOPPER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,developper,VERB,Développer les compétences des techniciens sur des thématiques variées :,1.5,developper,100.0
OFF_013,CONCEVOIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,concevoir,VERB,"Votre mission : accompagner le développement des compétences techniques au sein de Toyota Material Handling France et contribuer à l’excellence de notre réseau.
Vous aurez pour mission de concevoir, animer et évaluer des",1.5,concevoir,100.0
OFF_013,CREER,0.7,hybrid_soft_sections+verbs+NP+spacy+fuzzy,creer,VERB,"Vous savez créer un climat d’apprentissage positif et motivant.
Vous maîtrisez les outils informatiques et avez une bonne connaissance des produits de manutention.
Une première expérience en animation de formation ou en ",1.325,creer,100.0
OFF_013,REALISER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,realiser,VERB,"Enfin ensemble nous visons tous à réaliser un travail de qualité grâce au travail d’équipe, la collaboration, l’innovation et la créativité.",1.25,realiser,100.0
OFF_013,RECHERCHER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,rechercher,VERB,"Nous avons justement un poste à pourvoir !
Dans le cadre d’une création de poste, nous recherchons un Formateur Technique (H/F) pour rejoindre notre Direction Technique.",1.2,rechercher,100.0
OFF_013,ACCOMPAGNER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,accompagner,VERB,"Votre mission : accompagner le développement des compétences techniques au sein de Toyota Material Handling France et contribuer à l’excellence de notre réseau.
Vous aurez pour mission de concevoir, animer et évaluer des",1.2,accompagner,100.0
OFF_013,CONTRIBUER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,contribuer,VERB,"Votre mission : accompagner le développement des compétences techniques au sein de Toyota Material Handling France et contribuer à l’excellence de notre réseau.
Vous aurez pour mission de concevoir, animer et évaluer des",1.2,contribuer,100.0
OFF_013,ANIMER,0.95,hybrid_soft_sections+verbs+NP+spacy+fuzzy,animer,NP,Animer,0.8,animer,100.0
OFF_013,PRESENTER,0.8,hybrid_soft_sections+verbs+NP+spacy+fuzzy,presentiel,NP,présentiel,0.8,presenter,84.21052631578947
OFF_013,ASSURER,0.95,hybrid_soft_sections+verbs+NP+spacy+fuzzy,assurer,NP,Assurer,0.8,assurer,100.0
OFF_013,REPARTIR,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,repartir,VERB,"Nous proposons à nos clients une gamme étendue de produits ainsi que des services performants offrant la possibilité de répondre de manière personnalisée à tout type de demande.
L’entreprise et ses 1000 collaborateurs ré",0.438,repartir,100.0
OFF_013,FAIRE,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,faire,VERB,"mécanique, hydraulique, électricité, thermique, sécurité et bonnes pratiques ;
Créer, actualiser et faire évoluer les supports pédagogiques, en lien avec les équipes techniques et formation ;",0.35,faire,100.0
OFF_014,VALIDER,0.833,hybrid_soft_sections+verbs+NP+spacy+fuzzy,aider,VERB,"Chaque jour, nous nous efforçons de concevoir une meilleure façon de travailler afin d'aider les salariés d'entreprises du monde entier à rester productifs et à réaliser leur

potentiel.",4.0,valider,83.33333333333334
OFF_014,OFFRIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,offrir,VERB,"Formateur H/F 

À propos de l’offre d’",3.0,offrir,100.0
OFF_014,CONCEVOIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,concevoir,VERB,"Chaque jour, nous nous efforçons de concevoir une meilleure façon de travailler afin d'aider les salariés d'entreprises du monde entier à rester productifs et à réaliser leur

potentiel.",2.75,concevoir,100.0
OFF_014,DEVELOPPER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,developper,VERB,"Nous vous accompagnons tout au long de votre parcours, vous aidons à développer vos compétences et à améliorer vos talents.",2.75,developper,100.0
OFF_014,REALISER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,realiser,VERB,"Chaque jour, nous nous efforçons de concevoir une meilleure façon de travailler afin d'aider les salariés d'entreprises du monde entier à rester productifs et à réaliser leur

potentiel.",2.5,realiser,100.0
OFF_014,ADAPTER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,adapter,VERB,"et adapter la pédagogie de la formation en conséquence
Mettre en place des actions correctives et préventives grâce aux évaluations des stagiaires
Réaliser des feedbacks suite à la réalisation des sessions auprès des ges",2.5,adapter,100.0
OFF_014,AMELIORER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,ameliorer,VERB,"Nous vous accompagnons tout au long de votre parcours, vous aidons à développer vos compétences et à améliorer vos talents.",2.2,ameliorer,100.0
OFF_014,TRANSFORMER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,transformer,VERB,"Vous sortez des sentiers battus et transformez les problèmes en solutions, les idées en actions et les plans en résultats.

Est-ce que nos valeurs vous ressemblent ?

Ce que vous allez faire : Responsabilités

Animer des",2.2,transformer,100.0
OFF_014,PROMOUVOIR,0.824,hybrid_soft_sections+verbs+NP+spacy+fuzzy,pouvoir,VERB,"Le sens de la relation client

Vous Aimerez Travailler Ici Parce Que Vous Pouvez

Développer vos forces et laisser votre trace : nous voulons que vous remettiez les choses en question, et nous sommes ouverts aux nouvelle",2.0,promouvoir,82.35294117647058
OFF_014,PRESENTER,0.842,hybrid_soft_sections+verbs+NP+spacy+fuzzy,presentiel,NP,présentiel,1.6,presenter,84.21052631578947
OFF_014,CONSEILLER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,conseiller,VERB,"Vous êtes constructif, altruiste et à l’écoute, vous savez conseiller et avez le sens du service.",1.5,conseiller,100.0
OFF_014,CREER,0.7,hybrid_soft_sections+verbs+NP+spacy+fuzzy,creer,VERB,"Vous sortez des sentiers battus et transformez les problèmes en solutions, les idées en actions et les plans en résultats.

Est-ce que nos valeurs vous ressemblent ?

Ce que vous allez faire : Responsabilités

Animer des",1.4,creer,100.0
OFF_014,APPRENDRE,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,apprendre,VERB,"Vous apprenez, développez et améliorez ""ce qui a été fait auparavant"".

Prise d’initiative et ambition.",1.25,apprendre,100.0
OFF_014,ANALYSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,analyser,VERB,Analyser les besoins des stagiaires,1.25,analyser,100.0
OFF_014,COMPOSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,composer,VERB,Aimer ce que vous faites : soyez-vous même dans une culture composée de perspectives et idées très diverses.,1.25,composer,100.0
OFF_014,ACCOMPAGNER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,accompagner,VERB,"Nous vous accompagnons tout au long de votre parcours, vous aidons à développer vos compétences et à améliorer vos talents.",1.2,accompagner,100.0
OFF_014,ANTICIPER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,anticiper,VERB,Vous anticipez les bonnes réponses et êtes capables de mettre en place des actions efficaces.,1.2,anticiper,100.0
OFF_014,COLLABORER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,collaborer,VERB,"Dont Vous Aurez Besoin

Expérience minimum de 3 ans en tant que Formateur (idéalement)
Formation Supérieure (bac + 3/5) (idéalement en RH)
Connaissance du SIRH et de la Paie (En priorité ADP LINK et/ou DECIDIUM et/ou GTA",1.2,collaborer,100.0
OFF_014,ANIMER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,animer,VERB,"Dont Vous Aurez Besoin

Expérience minimum de 3 ans en tant que Formateur (idéalement)
Formation Supérieure (bac + 3/5) (idéalement en RH)
Connaissance du SIRH et de la Paie (En priorité ADP LINK et/ou DECIDIUM et/ou GTA",1.2,animer,100.0
OFF_014,APPLIQUER,0.824,hybrid_soft_sections+verbs+NP+spacy+fuzzy,applicer,VERB,"Hiring decisions are based upon ADP’s operating needs, and applicant merit including, but not limited to, qualifications, experience, ability, availability, cooperation, and job performance.",1.2,appliquer,82.35294117647058
OFF_015,DEVELOPPER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,developper,VERB,"Au sein de cet environnement, vous développez votre vision système des installations de tirs terrestres et navales ainsi que votre compréhension des exigences des Armées de terre et des Marines Nationales.",2.5,developper,100.0
OFF_015,CONTRIBUER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,contribuer,VERB,"en vous appuyant sur les experts techniques et la stratégie produit,
mise en adéquation des ressources et des besoins du projet en collaboration avec les différents hiérarchiques métiers,
pilotage d'une équipe de 5 ou 6 ",2.1,contribuer,100.0
OFF_015,PROPOSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,proposer,VERB,", nous proposons un accompagnement personnalisé afin de faciliter votre installation, pouvant inclure un soutien au déménagement, ainsi qu’un appui dans la recherche de votre logement, d’écoles et d’activités sportives e",2.0,proposer,100.0
OFF_015,OFFRIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,offrir,VERB,À propos de l’offre d’,2.0,offrir,100.0
OFF_015,ETUDIER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,etudier,VERB,Ces dispositifs sont étudiés selon votre situation individuelle et votre lieu de résidence actuelle.,1.25,etudier,100.0
OFF_015,NEGOCIER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,negocier,VERB,"Organisation
Esprit de synthèse
Aptitude à négocier",1.25,negocier,100.0
OFF_015,ANIMER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,animer,VERB,Votre capacité à animer les réunions d’avancement et à échanger avec les principaux membres du projet (notamment la maîtrise d'ouvrage) permettent de fédérer les équipes et d'assurer la réussite de votre programme.,1.2,animer,100.0
OFF_015,ECHANGER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,echanger,VERB,Votre capacité à animer les réunions d’avancement et à échanger avec les principaux membres du projet (notamment la maîtrise d'ouvrage) permettent de fédérer les équipes et d'assurer la réussite de votre programme.,1.2,echanger,100.0
OFF_015,ASSURER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,assurer,VERB,Votre capacité à animer les réunions d’avancement et à échanger avec les principaux membres du projet (notamment la maîtrise d'ouvrage) permettent de fédérer les équipes et d'assurer la réussite de votre programme.,1.2,assurer,100.0
OFF_015,PILOTER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,piloter,VERB,"pilotez le développement et l'industrialisation d'équipements électroniques et électriques :
élaboration du projet,
contribution aux architectures équipements",1.0,piloter,100.0
OFF_015,PROMOUVOIR,0.824,hybrid_soft_sections+verbs+NP+spacy+fuzzy,pouvoir,VERB,", nous proposons un accompagnement personnalisé afin de faciliter votre installation, pouvant inclure un soutien au déménagement, ainsi qu’un appui dans la recherche de votre logement, d’écoles et d’activités sportives e",1.0,promouvoir,82.35294117647058
OFF_015,APPORTER,0.857,hybrid_soft_sections+verbs+NP+spacy+fuzzy,porter,VERB,Ces équipements sont parties intégrantes de systèmes de lanceurs terrestres ou lanceurs sur plateforme navale pour missile moyenne portée.,1.0,apporter,85.71428571428572
OFF_015,SYNTHETISER,0.8,hybrid_soft_sections+verbs+NP+spacy+fuzzy,synthese,NP,synthèse,0.8,synthetiser,84.21052631578947
OFF_016,CONFIER,0.875,hybrid_soft_sections+verbs+NP+spacy+fuzzy,confirmer,VERB,Consultant confirmé en diagnostic organisationnel,2.0,confier,87.5
OFF_016,ACCOMPAGNER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,accompagner,VERB,"Nos équipes pluridisciplinaires élaborent pour nos clients des diagnostics et des préconisations alternatives et opérationnelles pour accompagner les transformations au cœur de leurs entreprises.
SECAFI",2.0,accompagner,100.0
OFF_016,OFFRIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,offrir,VERB,"- secteur numérique (H/F) 
À propos de l’offre d’",1.5,offrir,100.0
OFF_016,CONSEILLER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,conseiller,VERB,"une grande diversité de métiers, SECAFI, une société du Groupe Alpha, conseille les représentants des salariés (CSE) sur les sujets économiques, stratégiques, sociaux et environnementaux.",1.25,conseiller,100.0
OFF_016,CONQUERIR,0.824,hybrid_soft_sections+verbs+NP+spacy+fuzzy,acquerir,VERB,", vous avez une expérience de 7 ans minimum acquise idéalement dans le conseil en organisation et management.",1.2,conquerir,82.35294117647058
OFF_016,ELABORER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,elaborer,VERB,"Nos équipes pluridisciplinaires élaborent pour nos clients des diagnostics et des préconisations alternatives et opérationnelles pour accompagner les transformations au cœur de leurs entreprises.
SECAFI",1.0,elaborer,100.0
OFF_016,PROPOSER,0.814,hybrid_soft_sections+verbs+NP+spacy+fuzzy,propos,NP,propos,0.8,proposer,85.71428571428572
OFF_017,OFFRIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,offrir,VERB,À propos de l’offre d’,2.0,offrir,100.0
OFF_017,COMPOSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,composer,VERB,"La Digital Factory de TotalEnergies est composée de 300 personnes, 30 Squads, 39% de femmes et 25 nationalités.",1.25,composer,100.0
OFF_017,FOURNIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,fournir,VERB,"Elle crée et déploie des solutions digitales sur l'ensemble des sites de la compagnie TotalEnergies afin de fournir une énergie propre, fiable et abordable au plus grand nombre.
Pour réussir à intégrer les métiers de l'é",1.0,fournir,100.0
OFF_017,ACCOMPAGNER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,accompagner,VERB,"Avec près de 3 400 ingénieurs et techniciens, répartis sur 9 sites en Europe, OneTech est organisé autour de 3 pôles, un pôle industriel pour accompagner la croissance de la Compagnie da",1.0,accompagner,100.0
OFF_017,PROPOSER,0.814,hybrid_soft_sections+verbs+NP+spacy+fuzzy,propos,NP,propos,0.8,proposer,85.71428571428572
OFF_017,CREER,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,creer,VERB,"Elle crée et déploie des solutions digitales sur l'ensemble des sites de la compagnie TotalEnergies afin de fournir une énergie propre, fiable et abordable au plus grand nombre.
Pour réussir à intégrer les métiers de l'é",0.438,creer,100.0
OFF_017,REPARTIR,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,repartir,VERB,"Avec près de 3 400 ingénieurs et techniciens, répartis sur 9 sites en Europe, OneTech est organisé autour de 3 pôles, un pôle industriel pour accompagner la croissance de la Compagnie da",0.438,repartir,100.0
OFF_017,FAIRE,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,faire,VERB,"Elle permet d'accélérer la production interne de solutions digitales pour les activités de la Compagnie dans les 130 pays où elle est présente.
Pour ce faire, elle allie l'agilité et l'esprit pionnier d'une entreprise te",0.35,faire,100.0
OFF_018,CONTRIBUER,0.842,hybrid_soft_sections+verbs+NP+spacy+fuzzy,continuer,VERB,"Formation Bac+2 à Bac+5 en méthodes, productique, industrialisation, mécanique ou équivalent, 
Expérience réussie (2–5 ans minimum) dans une fonction méthodes/industrialisation, 
Capacité à travailler de manière transver",1.2,contribuer,84.21052631578947
OFF_018,RECHERCHER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,rechercher,VERB,", nous recherchons un Technicien Méthodes H/F.",1.2,rechercher,100.0
OFF_018,OFFRIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,offrir,VERB,"Méthodes H/F 
À propos de l’offre d’",1.0,offrir,100.0
OFF_018,MOBILISER,0.889,hybrid_soft_sections+verbs+NP+spacy+fuzzy,mobiliter,VERB,"Nouvelles mobilités, véhicules autonomes, usine du futur, réalité augmentée... sont les préoccupations quotidiennes de nos 15 000 ingénieux talents répartis dans plus de 30 pays.",1.0,mobiliser,88.88888888888889
OFF_018,ARGUMENTER,0.842,hybrid_soft_sections+verbs+NP+spacy+fuzzy,augmenter,VERB,"Nouvelles mobilités, véhicules autonomes, usine du futur, réalité augmentée... sont les préoccupations quotidiennes de nos 15 000 ingénieux talents répartis dans plus de 30 pays.",1.0,argumenter,84.21052631578947
OFF_018,PROPOSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,proposer,VERB,"À vous de jouer, rejoignez-nous !
Acteur référent dans le secteur automobile, le Groupe propose des solutions de pointe en matière de design, de conception, de développement et d’essais pour accompagner les constructeurs",1.0,proposer,100.0
OFF_018,ACCOMPAGNER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,accompagner,VERB,"À vous de jouer, rejoignez-nous !
Acteur référent dans le secteur automobile, le Groupe propose des solutions de pointe en matière de design, de conception, de développement et d’essais pour accompagner les constructeurs",1.0,accompagner,100.0
OFF_018,SYNTHETISER,0.8,hybrid_soft_sections+verbs+NP+spacy+fuzzy,synthese,NP,synthèse,0.8,synthetiser,84.21052631578947
OFF_018,ORDONNER,0.57,hybrid_soft_sections+verbs+NP+spacy+fuzzy,donner,VERB,"Que vous soyez étudiant, jeune diplômé ou expérimenté, ingénieur ou chef de projet, vous trouverez chez SEGULA l’opportunité qui donnera un sens nouveau à votre carrière.",0.7,ordonner,85.71428571428572
OFF_018,REPARTIR,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,repartir,VERB,"Nouvelles mobilités, véhicules autonomes, usine du futur, réalité augmentée... sont les préoccupations quotidiennes de nos 15 000 ingénieux talents répartis dans plus de 30 pays.",0.438,repartir,100.0
OFF_018,DEFINIR,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,definir,VERB,", Vos Missions Consisteront à
Concevoir et définir les gammes de fabrication, assemblage ou réparation en accord avec le dossier de définit",0.42,definir,100.0
OFF_019,APPORTER,0.857,hybrid_soft_sections+verbs+NP+spacy+fuzzy,porter,VERB,"C’est un réseau avec plus de 110 clubs en France, nous proposons une expérience fitness moderne, conviviale et accessible, portée par des équipements haut de gamme, des cours collectifs variés et un accompagnement person",2.3,apporter,85.71428571428572
OFF_019,TRANSMETTRE,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,transmettre,VERB,"Tu aimes transmettre, être sur scène et motiver la Team !",2.1,transmettre,100.0
OFF_019,RECHERCHER,0.824,hybrid_soft_sections+verbs+NP+spacy+fuzzy,cherche,VERB,"Tu es dynamique, souriant(e), rigoureux(se) et organisé(e).
✌ Ici, on ne cherche pas juste un coach : On cherche une personnalité, une énergie, un talent.",2.0,rechercher,82.35294117647058
OFF_019,PROPOSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,proposer,VERB,"C’est un réseau avec plus de 110 clubs en France, nous proposons une expérience fitness moderne, conviviale et accessible, portée par des équipements haut de gamme, des cours collectifs variés et un accompagnement person",1.2,proposer,100.0
OFF_019,PROGRESSER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,progresser,VERB,"Nous sommes convaincus que la motivation, l’énergie et l’esprit d’équipe sont essentiels pour progresser, aussi bien pour nos adhérents que pour nos collaborateurs.
Plus qu’un club, une expérience fitness où l’humain est",1.2,progresser,100.0
OFF_019,ASSURER,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,assurer,VERB,"Assurer la prise en charge des séances d’essai, avec une attention particulière portée à l’accueil et à l’accompagnement.
Faire vibrer la salle : motiver, fédérer, donner le rythme et transmettre ta passion.
Participer à",1.1,assurer,100.0
OFF_019,ANTICIPER,0.842,hybrid_soft_sections+verbs+NP+spacy+fuzzy,participer,VERB,"Assurer la prise en charge des séances d’essai, avec une attention particulière portée à l’accueil et à l’accompagnement.
Faire vibrer la salle : motiver, fédérer, donner le rythme et transmettre ta passion.
Participer à",1.1,anticiper,84.21052631578947
OFF_019,OFFRIR,1.0,hybrid_soft_sections+verbs+NP+spacy+fuzzy,offrir,VERB,À propos de l’offre d’,1.0,offrir,100.0
OFF_019,PROMOUVOIR,0.824,hybrid_soft_sections+verbs+NP+spacy+fuzzy,pouvoir,VERB,Le poste est à pouvoir dès que possible.,1.0,promouvoir,82.35294117647058
OFF_019,FAIRE,0.665,hybrid_soft_sections+verbs+NP+spacy+fuzzy,faire,VERB,"Encadrer les adhérents lors des cours collectifs et small group, en intérieur comme en extérieur.
Animer et faire vivre des cours à forte énergie (LesMills & Freestyle selon ton profil)",0.805,faire,100.0
OFF_019,ORDONNER,0.57,hybrid_soft_sections+verbs+NP+spacy+fuzzy,donner,VERB,"Assurer la prise en charge des séances d’essai, avec une attention particulière portée à l’accueil et à l’accompagnement.
Faire vibrer la salle : motiver, fédérer, donner le rythme et transmettre ta passion.
Participer à",0.385,ordonner,85.71428571428572
